date,time_utc,currency,event_name,impact_level,actual_value,forecast_value,previous_value
2017-11-15,1:30am,GBP,Claimant Count Change,Medium,1.1K,2.0K,2.6K
2017-11-15,1:30am,GBP,Unemployment Rate,Medium,4.3%,4.3%,4.3%
2017-11-15,5:00am,GBP,MPC Member Broadbent Speaks,High,,,
2017-11-16,1:30am,GBP,Retail Sales m/m,High,0.3%,0.1%,-0.7%
2017-11-16,6:00am,GBP,BOE Gov Carney Speaks,Medium,,,
2017-11-20,10:30am,GBP,MPC Member Ramsden Speaks,Medium,,,
2017-11-21,1:30am,GBP,Public Sector Net Borrowing,Medium,7.5B,6.6B,4.4B
2017-11-21,2:00am,GBP,Monetary Policy Report Hearings,High,,,
2017-11-22,4:30am,GBP,Autumn Forecast Statement,High,,,
2017-11-23,1:30am,GBP,Second Estimate GDP q/q,High,0.4%,0.4%,0.4%
2017-11-23,1:30am,GBP,Prelim Business Investment q/q,Medium,0.2%,0.3%,0.5%
2017-11-27,6:30am,GBP,MPC Member Haldane Speaks,Medium,,,
2017-11-27,11:00pm,GBP,Bank Stress Test Results,High,,,
2017-11-27,11:00pm,GBP,BOE Financial Stability Report,Medium,,,
2017-11-27,11:30pm,GBP,BOE Gov Carney Speaks,High,,,
2017-11-29,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.8B,4.3B,5.2B
2017-11-29,6:00am,GBP,BOE Gov Carney Speaks,High,,,
2017-11-29,6:45am,GBP,MPC Member Ramsden Speaks,Medium,,,
2017-12-01,1:30am,GBP,Final Manufacturing PMI,High,58.2,56.6,56.6
2017-12-04,1:30am,GBP,Construction PMI,High,53.1,51.2,50.8
2017-12-05,1:30am,GBP,Final Services PMI,High,53.8,55.2,55.6
2017-12-07,12:30am,GBP,Halifax HPI m/m,Medium,0.5%,0.2%,0.3%
2017-12-08,1:30am,GBP,Manufacturing Production m/m,High,0.1%,0.1%,0.7%
2017-12-08,1:30am,GBP,Goods Trade Balance,Medium,-10.8B,-11.5B,-10.5B
2017-12-12,1:30am,GBP,CPI y/y,High,3.1%,3.0%,3.0%
2017-12-12,1:30am,GBP,PPI Input m/m,Medium,1.8%,1.6%,1.0%
2017-12-12,1:30am,GBP,RPI y/y,Medium,3.9%,4.1%,4.0%
2017-12-13,1:30am,GBP,Average Earnings Index 3m/y,High,2.5%,2.5%,2.3%
2017-12-13,1:30am,GBP,Claimant Count Change,Medium,5.9K,3.3K,6.5K
2017-12-13,1:30am,GBP,Unemployment Rate,Medium,4.3%,4.2%,4.3%
2017-12-14,1:30am,GBP,Retail Sales m/m,High,1.1%,0.4%,0.5%
2017-12-14,4:00am,GBP,Monetary Policy Summary,High,,,
2017-12-14,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,7-0-2
2017-12-14,4:00am,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2017-12-14,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2017-12-15,5:15am,GBP,MPC Member Haldane Speaks,Medium,,,
2017-12-20,5:15am,GBP,BOE Gov Carney Speaks,High,,,
2017-12-21,1:30am,GBP,Public Sector Net Borrowing,Medium,8.1B,8.3B,7.2B
2017-12-22,1:30am,GBP,Current Account,High,-22.8B,-21.5B,-25.8B
2017-12-22,1:30am,GBP,Final GDP q/q,Medium,0.4%,0.4%,0.4%
2018-01-08,12:30am,GBP,Halifax HPI m/m,Medium,-0.6%,0.2%,0.3%
2018-01-10,1:30am,GBP,Manufacturing Production m/m,High,0.4%,0.3%,0.3%
2018-01-10,1:30am,GBP,Goods Trade Balance,Medium,-12.2B,-10.9B,-11.7B
2018-01-11,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2017-01-02,1:30am,GBP,Final Manufacturing PMI,High,56.3,58.0,58.2
2017-01-03,1:30am,GBP,Construction PMI,High,52.2,52.8,53.1
2017-01-04,1:30am,GBP,Final Services PMI,High,54.2,54.1,53.8
2017-01-04,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.9B,4.9B,4.7B
2018-01-15,10:15am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2018-01-16,1:30am,GBP,CPI y/y,High,3.0%,3.0%,3.1%
2018-01-16,1:30am,GBP,PPI Input m/m,Medium,0.1%,0.5%,1.6%
2018-01-16,1:30am,GBP,RPI y/y,Medium,4.1%,3.9%,3.9%
2018-01-17,3:45am,GBP,MPC Member Saunders Speaks,Medium,,,
2018-01-19,1:29am,GBP,Retail Sales m/m,High,-1.5%,-0.8%,1.0%
2018-01-30,1:30am,GBP,Net Lending to Individuals m/m,Medium,5.2B,4.8B,5.2B
2018-01-30,7:30am,GBP,BOE Gov Carney Speaks,High,,,
2018-02-01,1:30am,GBP,Final Manufacturing PMI,High,55.3,56.5,56.2
2018-02-02,1:30am,GBP,Construction PMI,High,50.2,52.0,52.2
2018-01-23,1:30am,GBP,Public Sector Net Borrowing,Medium,1.0B,4.2B,6.6B
2018-01-24,1:30am,GBP,Average Earnings Index 3m/y,High,2.5%,2.5%,2.5%
2018-01-24,1:30am,GBP,Claimant Count Change,Medium,8.6K,2.3K,12.2K
2018-01-24,1:30am,GBP,Unemployment Rate,Medium,4.3%,4.3%,4.3%
2018-01-26,1:30am,GBP,Prelim GDP q/q,High,0.5%,0.4%,0.4%
2018-01-26,6:00am,GBP,BOE Gov Carney Speaks,High,,,
2018-02-05,1:30am,GBP,Final Services PMI,High,53.0,54.1,54.2
2018-02-07,12:30am,GBP,Halifax HPI m/m,Medium,-0.6%,0.2%,-0.8%
2018-02-08,4:00am,GBP,BOE Monetary Policy Report,High,,,
2018-02-08,4:00am,GBP,Monetary Policy Summary,High,,,
2018-02-08,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2018-02-08,4:00am,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2018-02-08,4:00am,GBP,BOE Inflation Letter,Medium,,,
2018-02-08,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2018-02-09,1:30am,GBP,Manufacturing Production m/m,High,0.3%,0.3%,0.2%
2018-02-09,1:30am,GBP,Goods Trade Balance,Medium,-13.6B,-11.6B,-12.5B
2018-02-09,8:45am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2018-02-12,1:50am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2018-02-12,8:30am,GBP,MPC Member McCafferty Speaks,Medium,,,
2018-02-13,1:30am,GBP,CPI y/y,High,3.0%,2.9%,3.0%
2018-02-13,1:30am,GBP,PPI Input m/m,Medium,0.7%,0.7%,0.6%
2018-02-13,1:30am,GBP,RPI y/y,Medium,4.0%,4.1%,4.1%
2018-02-16,1:30am,GBP,Retail Sales m/m,High,0.1%,0.5%,-1.4%
2018-02-19,11:45am,GBP,BOE Gov Carney Speaks,High,,,
2018-02-21,1:30am,GBP,Average Earnings Index 3m/y,High,2.5%,2.5%,2.5%
2018-02-21,1:30am,GBP,Claimant Count Change,Medium,-7.2K,2.3K,6.2K
2018-02-21,1:30am,GBP,Public Sector Net Borrowing,Medium,-11.6B,-11.5B,0.3B
2018-02-21,1:30am,GBP,Unemployment Rate,Medium,4.4%,4.3%,4.3%
2018-02-21,6:15am,GBP,Monetary Policy Report Hearings,High,,,
2018-02-22,1:30am,GBP,Second Estimate GDP q/q,High,0.4%,0.5%,0.5%
2018-02-22,1:30am,GBP,Prelim Business Investment q/q,Medium,0.0%,0.5%,0.5%
2018-02-23,4:00am,GBP,MPC Member Ramsden Speaks,Medium,,,
2018-03-01,1:30am,GBP,Final Manufacturing PMI,High,55.2,55.1,55.3
2018-03-01,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.7B,5.4B,5.1B
2018-03-02,1:30am,GBP,Construction PMI,High,51.4,50.5,50.2
2018-03-02,2:00am,GBP,BOE Gov Carney Speaks,High,,,
2018-03-02,5:43am,GBP,Prime Minister May Speaks,High,,,
2018-03-05,1:30am,GBP,Final Services PMI,High,54.5,53.3,53.0
2018-03-06,10:15am,GBP,MPC Member Haldane Speaks,Medium,,,
2018-03-07,12:30am,GBP,Halifax HPI m/m,Medium,0.4%,0.4%,-0.5%
2018-03-09,1:30am,GBP,Manufacturing Production m/m,High,0.1%,0.2%,0.3%
2018-03-09,1:30am,GBP,Goods Trade Balance,Medium,-12.3B,-12.0B,-11.8B
2018-03-13,5:30am,GBP,Annual Budget Release,High,,,
2018-03-20,2:30am,GBP,CPI y/y,High,2.7%,2.8%,3.0%
2018-03-20,2:30am,GBP,PPI Input m/m,Medium,-1.1%,-0.9%,0.4%
2018-03-21,2:30am,GBP,Average Earnings Index 3m/y,High,2.8%,2.6%,2.7%
2018-03-21,2:30am,GBP,Claimant Count Change,Medium,9.2K,-3.1K,-1.6K
2018-03-21,2:30am,GBP,Public Sector Net Borrowing,Medium,-0.3B,-0.4B,-11.7B
2018-03-21,2:30am,GBP,Unemployment Rate,Medium,4.3%,4.4%,4.4%
2018-03-22,2:30am,GBP,Retail Sales m/m,High,0.8%,0.4%,-0.2%
2018-03-22,5:00am,GBP,Monetary Policy Summary,High,,,
2018-03-22,5:00am,GBP,MPC Official Bank Rate Votes,High,2-0-7,0-0-9,0-0-9
2018-03-22,5:00am,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2018-03-22,5:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2018-03-22,5:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2018-03-22,10:00am,GBP,MPC Member Ramsden Speaks,Medium,,,
2018-03-23,5:30am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2018-03-29,1:30am,GBP,Current Account,High,-18.4B,-24.0B,-19.2B
2018-03-29,1:30am,GBP,Final GDP q/q,Medium,0.4%,0.4%,0.4%
2018-03-29,1:30am,GBP,Net Lending to Individuals m/m,Medium,5.4B,4.8B,4.8B
2018-04-03,1:30am,GBP,Final Manufacturing PMI,High,55.1,54.8,55.0
2018-04-04,1:30am,GBP,Construction PMI,High,47.0,50.9,51.4
2018-04-05,1:30am,GBP,Final Services PMI,High,51.7,53.9,54.5
2018-04-06,8:15am,GBP,BOE Gov Carney Speaks,High,,,
2018-04-09,12:30am,GBP,Halifax HPI m/m,Medium,1.5%,0.1%,0.5%
2018-04-10,2:00am,GBP,MPC Member Haldane Speaks,Medium,,,
2018-04-11,1:30am,GBP,Manufacturing Production m/m,High,-0.2%,0.2%,0.0%
2018-04-11,1:30am,GBP,Goods Trade Balance,Medium,-10.2B,-12.0B,-12.2B
2018-04-11,11:30pm,GBP,MPC Member Broadbent Speaks,Medium,,,
2018-04-12,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2018-04-12,12:00pm,GBP,BOE Gov Carney Speaks,High,,,
2018-04-17,1:30am,GBP,Average Earnings Index 3m/y,High,2.8%,3.0%,2.8%
2018-04-17,1:30am,GBP,Claimant Count Change,Medium,11.6K,13.3K,15.1K
2018-04-17,1:30am,GBP,Unemployment Rate,Medium,4.2%,4.3%,4.3%
2018-04-18,1:30am,GBP,CPI y/y,High,2.5%,2.7%,2.7%
2018-04-18,1:30am,GBP,PPI Input m/m,Medium,-0.1%,0.3%,-0.4%
2018-04-18,1:30am,GBP,RPI y/y,Medium,3.3%,3.5%,3.6%
2018-04-19,1:30am,GBP,Retail Sales m/m,High,-1.2%,-0.5%,0.8%
2018-04-19,9:30am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2018-04-20,2:30am,GBP,MPC Member Saunders Speaks,Medium,,,
2018-04-24,1:30am,GBP,Public Sector Net Borrowing,Medium,-0.3B,1.1B,-0.4B
2018-04-27,1:30am,GBP,Prelim GDP q/q,High,0.1%,0.3%,0.4%
2018-04-27,7:00am,GBP,BOE Gov Carney Speaks,High,,,
2018-05-01,1:30am,GBP,Final Manufacturing PMI,High,53.9,54.8,54.9
2018-05-01,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.2B,4.9B,5.5B
2018-05-02,1:30am,GBP,Construction PMI,High,52.5,50.5,47.0
2018-05-03,1:30am,GBP,Final Services PMI,High,52.8,53.5,51.7
2018-05-08,12:30am,GBP,Halifax HPI m/m,Medium,-3.1%,-0.3%,1.6%
2018-05-10,1:30am,GBP,Manufacturing Production m/m,High,-0.1%,-0.2%,-0.2%
2018-05-10,1:30am,GBP,Goods Trade Balance,Medium,-12.3B,-11.2B,-10.4B
2018-05-10,4:00am,GBP,BOE Monetary Policy Report,High,,,
2018-05-10,4:00am,GBP,Monetary Policy Summary,High,,,
2018-05-10,4:00am,GBP,MPC Official Bank Rate Votes,High,2-0-7,2-0-7,2-0-7
2018-05-10,4:00am,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2018-05-10,4:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2018-05-10,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2018-05-15,1:30am,GBP,Average Earnings Index 3m/y,High,2.6%,2.7%,2.8%
2018-05-15,1:30am,GBP,Claimant Count Change,Medium,31.2K,13.3K,15.7K
2018-05-15,1:30am,GBP,Unemployment Rate,Medium,4.2%,4.2%,4.2%
2018-05-17,9:00am,GBP,MPC Member Haldane Speaks,Medium,,,
2018-05-22,1:15am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2018-05-22,1:30am,GBP,Public Sector Net Borrowing,Medium,6.2B,7.2B,-0.8B
2018-05-22,2:00am,GBP,Monetary Policy Report Hearings,High,,,
2018-05-23,1:30am,GBP,CPI y/y,High,2.4%,2.5%,2.5%
2018-05-23,1:30am,GBP,PPI Input m/m,Medium,0.4%,1.0%,0.1%
2018-05-23,1:30am,GBP,RPI y/y,Medium,3.4%,3.4%,3.3%
2018-05-24,1:00am,GBP,BOE Gov Carney Speaks,High,,,
2018-05-24,1:30am,GBP,Retail Sales m/m,High,1.6%,0.8%,-1.1%
2018-05-24,12:10pm,GBP,BOE Gov Carney Speaks,High,,,
2018-05-25,1:30am,GBP,Second Estimate GDP q/q,High,0.1%,0.1%,0.1%
2018-05-25,1:30am,GBP,Prelim Business Investment q/q,Medium,-0.2%,0.2%,0.3%
2018-05-25,6:20am,GBP,BOE Gov Carney Speaks,High,,,
2018-05-31,1:30am,GBP,Net Lending to Individuals m/m,Medium,5.7B,5.2B,4.4B
2018-06-01,1:30am,GBP,Final Manufacturing PMI,High,54.4,53.5,53.9
2018-06-04,1:30am,GBP,Construction PMI,High,52.5,52.0,52.5
2018-06-04,10:00am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2018-06-05,1:30am,GBP,Final Services PMI,High,54.0,52.9,52.8
2018-06-05,3:00am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2018-06-06,3:40am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2018-06-06,9:00am,GBP,MPC Member McCafferty Speaks,Medium,,,
2018-06-07,12:30am,GBP,Halifax HPI m/m,Medium,1.5%,1.1%,-3.1%
2018-06-07,8:00am,GBP,MPC Member Ramsden Speaks,Medium,,,
2018-06-11,1:30am,GBP,Manufacturing Production m/m,High,-1.4%,0.3%,-0.1%
2018-06-11,1:30am,GBP,Goods Trade Balance,Medium,-14.0B,-11.5B,-12.0B
2018-06-12,1:30am,GBP,Average Earnings Index 3m/y,High,2.5%,2.5%,2.6%
2018-06-12,1:30am,GBP,Claimant Count Change,Medium,-7.7K,11.3K,28.2K
2018-06-12,1:30am,GBP,Unemployment Rate,Medium,4.2%,4.2%,4.2%
2018-06-13,1:30am,GBP,CPI y/y,High,2.4%,2.4%,2.4%
2018-06-13,1:30am,GBP,PPI Input m/m,Medium,2.8%,1.7%,0.6%
2018-06-14,1:30am,GBP,Retail Sales m/m,High,1.3%,0.5%,1.8%
2018-06-21,1:30am,GBP,Public Sector Net Borrowing,Medium,3.4B,5.1B,5.3B
2018-06-21,4:00am,GBP,Monetary Policy Summary,High,,,
2018-06-21,4:00am,GBP,MPC Official Bank Rate Votes,High,3-0-6,2-0-7,2-0-7
2018-06-21,4:00am,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2018-06-21,1:15pm,GBP,BOE Gov Carney Speaks,High,,,
2018-06-26,2:00am,GBP,MPC Member Haskel Speaks,Medium,,,
2018-06-26,2:30am,GBP,MPC Member McCafferty Speaks,Medium,,,
2018-06-27,2:30am,GBP,BOE Financial Stability Report,Medium,,,
2018-06-27,3:00am,GBP,BOE Gov Carney Speaks,High,,,
2018-06-28,6:30am,GBP,MPC Member Haldane Speaks,Medium,,,
2018-06-29,1:30am,GBP,Current Account,High,-17.7B,-18.0B,-19.5B
2018-06-29,1:30am,GBP,Final GDP q/q,Medium,0.2%,0.1%,0.1%
2018-06-29,1:30am,GBP,Net Lending to Individuals m/m,Medium,5.3B,5.2B,5.6B
2018-07-02,1:30am,GBP,Final Manufacturing PMI,High,54.4,54.1,54.3
2018-07-03,1:30am,GBP,Construction PMI,High,53.1,52.6,52.5
2018-07-04,1:30am,GBP,Final Services PMI,High,55.1,54.0,54.0
2018-07-05,2:45am,GBP,BOE Gov Carney Speaks,High,,,
2018-07-06,12:30am,GBP,Halifax HPI m/m,Medium,0.3%,0.3%,1.7%
2018-07-09,12:50am,GBP,MPC Member Broadbent Speaks,Medium,,,
2018-07-10,1:30am,GBP,GDP m/m,High,0.3%,,
2018-07-10,1:30am,GBP,Manufacturing Production m/m,High,0.4%,1.0%,-1.3%
2018-07-10,1:30am,GBP,Goods Trade Balance,Medium,-12.4B,-11.9B,-12.4B
2018-07-11,8:35am,GBP,BOE Gov Carney Speaks,High,,,
2018-07-12,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2018-07-13,4:30am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2018-07-17,1:00am,GBP,BOE Gov Carney Speaks,High,,,
2018-07-17,1:30am,GBP,Average Earnings Index 3m/y,High,2.5%,2.5%,2.6%
2018-07-17,1:30am,GBP,Claimant Count Change,Medium,7.8K,2.3K,-3.0K
2018-07-17,1:30am,GBP,Unemployment Rate,Medium,4.2%,4.2%,4.2%
2018-07-18,1:30am,GBP,CPI y/y,High,2.4%,2.6%,2.4%
2018-07-18,1:30am,GBP,PPI Input m/m,Medium,0.2%,0.3%,3.3%
2018-07-18,1:30am,GBP,RPI y/y,Medium,3.4%,3.5%,3.3%
2018-07-19,1:30am,GBP,Retail Sales m/m,High,-0.5%,0.1%,1.4%
2018-07-20,1:30am,GBP,Public Sector Net Borrowing,Medium,4.5B,3.6B,3.9B
2018-07-23,10:00am,GBP,MPC Member Broadbent Speaks,Medium,,,
2018-07-30,1:30am,GBP,Net Lending to Individuals m/m,Medium,5.4B,5.3B,5.3B
2018-08-01,1:30am,GBP,Final Manufacturing PMI,High,54.0,54.2,54.3
2018-08-02,1:30am,GBP,Construction PMI,High,55.8,52.8,53.1
2018-08-02,4:00am,GBP,BOE Monetary Policy Report,High,,,
2018-08-02,4:00am,GBP,Monetary Policy Summary,High,,,
2018-08-02,4:00am,GBP,MPC Official Bank Rate Votes,High,9-0-0,7-0-2,3-0-6
2018-08-02,4:00am,GBP,Official Bank Rate,High,0.75%,0.75%,0.50%
2018-08-02,4:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2018-08-02,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2018-08-02,4:30am,GBP,BOE Gov Carney Speaks,High,,,
2018-08-03,1:30am,GBP,Final Services PMI,High,53.5,54.7,55.1
2018-08-07,12:30am,GBP,Halifax HPI m/m,Medium,1.4%,0.2%,0.9%
2018-08-10,1:30am,GBP,GDP m/m,High,0.1%,0.2%,0.3%
2018-08-10,1:30am,GBP,Manufacturing Production m/m,High,0.4%,0.3%,0.6%
2018-08-10,1:30am,GBP,Prelim GDP q/q,High,0.4%,0.4%,0.2%
2018-08-10,1:30am,GBP,Goods Trade Balance,Medium,-11.4B,-12.0B,-12.5B
2018-08-10,1:30am,GBP,Prelim Business Investment q/q,Medium,0.5%,0.3%,-0.4%
2018-08-14,1:30am,GBP,Average Earnings Index 3m/y,High,2.4%,2.5%,2.5%
2018-08-14,1:30am,GBP,Claimant Count Change,Medium,6.2K,2.3K,9.0K
2018-08-14,1:30am,GBP,Unemployment Rate,Medium,4.0%,4.2%,4.2%
2018-08-15,1:30am,GBP,CPI y/y,High,2.5%,2.5%,2.4%
2018-08-15,1:30am,GBP,PPI Input m/m,Medium,0.5%,0.1%,0.3%
2018-08-15,1:30am,GBP,RPI y/y,Medium,3.2%,3.4%,3.4%
2018-08-16,1:30am,GBP,Retail Sales m/m,High,0.7%,0.2%,-0.5%
2018-08-21,1:30am,GBP,Public Sector Net Borrowing,Medium,-2.9B,-2.1B,3.3B
2018-08-24,9:55am,GBP,MPC Member Haldane Speaks,Medium,,,
2018-09-03,1:30am,GBP,Final Manufacturing PMI,High,52.8,53.9,53.8
2018-09-04,1:30am,GBP,Construction PMI,Medium,52.9,54.9,55.8
2018-09-04,5:15am,GBP,Monetary Policy Report Hearings,High,,,
2018-09-05,1:30am,GBP,Final Services PMI,High,54.3,53.9,53.5
2018-09-19,1:00am,GBP,MPC Member Haldane Speaks,Medium,,,
2018-09-19,1:30am,GBP,CPI y/y,High,2.7%,2.4%,2.5%
2018-09-19,1:30am,GBP,PPI Input m/m,Medium,0.5%,0.4%,0.0%
2018-09-19,1:30am,GBP,RPI y/y,Medium,3.5%,3.2%,3.2%
2018-09-20,1:30am,GBP,Retail Sales m/m,High,0.3%,-0.2%,0.9%
2018-09-21,1:30am,GBP,Public Sector Net Borrowing,Medium,5.9B,2.9B,-3.9B
2018-09-21,6:03am,GBP,Prime Minister May Speaks,High,,,
2018-09-10,1:30am,GBP,GDP m/m,High,0.3%,0.2%,0.1%
2018-09-10,1:30am,GBP,Manufacturing Production m/m,High,-0.2%,0.2%,0.4%
2018-09-10,1:30am,GBP,Goods Trade Balance,Medium,-10.0B,-11.7B,-10.7B
2018-09-11,1:30am,GBP,Average Earnings Index 3m/y,High,2.6%,2.4%,2.4%
2018-09-11,1:30am,GBP,Claimant Count Change,Medium,8.7K,6.9K,10.2K
2018-09-11,1:30am,GBP,Unemployment Rate,Medium,4.0%,4.0%,4.0%
2018-09-13,4:00am,GBP,Monetary Policy Summary,High,,,
2018-09-13,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,9-0-0
2018-09-13,4:00am,GBP,Official Bank Rate,Medium,0.75%,0.75%,0.75%
2018-09-14,3:00am,GBP,BOE Gov Carney Speaks,High,,,
2018-09-25,1:40am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2018-09-27,7:00am,GBP,BOE Gov Carney Speaks,High,,,
2018-09-28,1:30am,GBP,Current Account,High,-20.3B,-19.4B,-15.7B
2018-09-28,1:30am,GBP,Final GDP q/q,Medium,0.4%,0.4%,0.4%
2018-09-28,6:20am,GBP,MPC Member Ramsden Speaks,Medium,,,
2018-10-01,1:30am,GBP,Final Manufacturing PMI,High,53.8,52.6,53.0
2018-10-01,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.0B,4.8B,3.8B
2018-10-02,1:30am,GBP,Construction PMI,Medium,52.1,52.8,52.9
2018-10-03,1:30am,GBP,Final Services PMI,High,53.9,54.0,54.3
2018-10-09,7:35am,GBP,MPC Member Broadbent Speaks,Medium,,,
2018-10-10,1:30am,GBP,GDP m/m,High,0.0%,0.1%,0.4%
2018-10-10,1:30am,GBP,Manufacturing Production m/m,High,-0.2%,0.1%,0.0%
2018-10-10,2:00am,GBP,MPC Member Haldane Speaks,Medium,,,
2018-10-10,10:00pm,GBP,BOE Gov Carney Speaks,High,,,
2018-10-11,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2018-10-11,2:00am,GBP,BOE Gov Carney Speaks,High,,,
2018-10-11,3:45am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2018-10-15,7:34am,GBP,Prime Minister May Speaks,High,,,
2018-10-16,1:30am,GBP,Average Earnings Index 3m/y,High,2.7%,2.6%,2.6%
2018-10-16,1:30am,GBP,Unemployment Rate,Medium,4.0%,4.0%,4.0%
2018-10-17,1:30am,GBP,CPI y/y,High,2.4%,2.6%,2.7%
2018-10-17,1:30am,GBP,PPI Input m/m,Medium,1.3%,0.9%,1.2%
2018-10-17,1:30am,GBP,RPI y/y,Medium,3.3%,3.5%,3.5%
2018-10-17,6:15am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2018-10-17,10:00am,GBP,MPC Member Broadbent Speaks,Medium,,,
2018-10-18,1:30am,GBP,Retail Sales m/m,High,-0.8%,-0.4%,0.4%
2018-10-19,1:30am,GBP,Public Sector Net Borrowing,Medium,3.3B,4.6B,4.8B
2018-10-19,9:10am,GBP,BOE Gov Carney Speaks,High,,,
2018-10-23,3:30am,GBP,MPC Member Haldane Speaks,Medium,,,
2018-10-23,8:20am,GBP,BOE Gov Carney Speaks,High,,,
2018-11-13,1:30am,GBP,Average Earnings Index 3m/y,High,3.0%,3.0%,2.8%
2018-11-13,1:30am,GBP,Unemployment Rate,Medium,4.1%,4.0%,4.0%
2018-11-14,1:30am,GBP,CPI y/y,High,2.4%,2.5%,2.4%
2018-11-14,1:30am,GBP,PPI Input m/m,Medium,0.8%,0.6%,1.4%
2018-11-14,1:30am,GBP,RPI y/y,Medium,3.3%,3.4%,3.3%
2018-11-15,1:30am,GBP,Retail Sales m/m,High,-0.5%,0.2%,-0.4%
2018-11-15,5:00am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2018-11-05,1:30am,GBP,Final Services PMI,High,52.2,53.4,53.9
2018-11-09,1:30am,GBP,GDP m/m,High,0.0%,0.1%,0.0%
2018-11-09,1:30am,GBP,Manufacturing Production m/m,High,0.2%,0.1%,-0.1%
2018-11-09,1:30am,GBP,Prelim GDP q/q,High,0.6%,0.6%,0.4%
2018-11-09,1:30am,GBP,Prelim Business Investment q/q,Medium,-1.2%,0.2%,-0.7%
2018-10-29,2:30am,GBP,Net Lending to Individuals m/m,Medium,4.7B,4.1B,4.3B
2018-10-29,8:25am,GBP,Autumn Forecast Statement,Medium,,,
2018-11-01,2:30am,GBP,Final Manufacturing PMI,High,51.1,53.0,53.6
2018-11-01,5:00am,GBP,BOE Monetary Policy Report,High,,,
2018-11-01,5:00am,GBP,Monetary Policy Summary,High,,,
2018-11-01,5:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2018-11-01,5:00am,GBP,Official Bank Rate,Medium,0.75%,0.75%,0.75%
2018-11-01,5:30am,GBP,BOE Gov Carney Speaks,High,,,
2018-11-02,2:30am,GBP,Construction PMI,Medium,53.2,52.0,52.1
2018-11-20,2:00am,GBP,Monetary Policy Report Hearings,High,,,
2018-11-21,1:30am,GBP,Public Sector Net Borrowing,Medium,8.0B,5.6B,2.0B
2018-11-22,4:39am,GBP,Prime Minister May Speaks,High,,,
2018-11-22,12:55pm,GBP,MPC Member Saunders Speaks,Medium,,,
2018-11-26,10:30am,GBP,BOE Gov Carney Speaks,High,,,
2018-11-28,8:40am,GBP,Bank Stress Test Results,High,,,
2018-11-28,8:40am,GBP,BOE Financial Stability Report,Medium,,,
2018-11-28,8:45am,GBP,BOE Gov Carney Speaks,High,,,
2018-11-29,1:30am,GBP,Net Lending to Individuals m/m,Medium,5.0B,4.5B,4.9B
2018-12-09,10:30pm,GBP,MPC Member Cunliffe Speaks,Medium,,,
2018-12-10,1:30am,GBP,GDP m/m,High,0.1%,0.1%,0.0%
2018-12-10,1:30am,GBP,Manufacturing Production m/m,High,-0.9%,0.0%,0.2%
2018-12-10,7:30am,GBP,Prime Minister May Speaks,High,,,
2018-12-11,1:30am,GBP,Average Earnings Index 3m/y,High,3.3%,3.0%,3.1%
