datetime_utc,open,high,low,close,volume,session,date
2023-12-27 08:00:00,181.7,181.735,181.11,181.528,23546.49,london,2023-12-27
2023-12-27 12:00:00,181.527,182.183,181.472,181.854,30214.949999999997,london_ny_overlap,2023-12-27
2023-12-27 16:00:00,181.854,181.937,181.173,181.523,25450.129999999997,ny,2023-12-27
2023-12-27 20:00:00,181.527,181.58,180.962,181.038,13153.22,late_ny_early_sydney,2023-12-27
2023-12-28 00:00:00,181.039,181.378,180.715,181.055,27316.28,late_sydney_early_asian,2023-12-28
2023-12-28 04:00:00,181.056,181.056,180.396,180.505,22898.96,asian_early_london,2023-12-28
2023-12-28 08:00:00,180.504,180.689,179.923,180.119,31460.269999999997,london,2023-12-28
2023-12-28 12:00:00,180.12,180.122,178.99,179.908,38903.479999999996,london_ny_overlap,2023-12-28
2023-12-28 16:00:00,179.909,180.349,179.678,180.021,25456.95,ny,2023-12-28
2023-12-28 20:00:00,180.022,180.117,179.746,180.108,12023.18,late_ny_early_sydney,2023-12-28
2023-12-29 00:00:00,180.109,180.451,180.021,180.204,23374.29,late_sydney_early_asian,2023-12-29
2023-12-29 04:00:00,180.204,180.456,180.069,180.249,21257.72,asian_early_london,2023-12-29
2023-12-29 08:00:00,180.235,180.525,180.075,180.402,25571.54,london,2023-12-29
2023-12-29 12:00:00,180.406,180.47,179.56,179.727,39251.66,london_ny_overlap,2023-12-29
2023-12-29 16:00:00,179.73,179.872,179.3,179.746,29999.68,ny,2023-12-29
2023-12-29 20:00:00,179.751,179.86,179.483,179.489,6964.13,late_ny_early_sydney,2023-12-29
2024-01-01 20:00:00,179.168,179.622,179.143,179.6,4496.25,late_ny_early_sydney,2024-01-01
2024-01-02 00:00:00,179.601,180.218,179.586,179.961,17965.45,late_sydney_early_asian,2024-01-02
2024-01-02 04:00:00,179.962,180.279,179.894,180.215,18190.7,asian_early_london,2024-01-02
2024-01-02 08:00:00,180.216,180.646,179.476,179.583,40003.33,london,2024-01-02
2024-01-02 12:00:00,179.584,179.944,178.731,179.178,55589.14,london_ny_overlap,2024-01-02
2024-01-02 16:00:00,179.177,179.377,178.928,179.134,26974.69,ny,2024-01-02
2024-01-02 20:00:00,179.131,179.455,178.937,179.451,12009.86,late_ny_early_sydney,2024-01-02
2024-01-03 00:00:00,179.45,179.465,179.166,179.348,14679.87,late_sydney_early_asian,2024-01-03
