date,gld_holdings,cot_net_long,us_real_yield,m2_money_supply
2025-10-03,5172905171.88,,1.8,
2025-10-06,6228602489.47,,1.84,
2025-10-07,6166646532.42,,1.79,
2025-10-08,10443870947.56,,1.78,
2025-10-09,12305781917.36,,1.8,
2025-10-10,8930046217.87,,1.75,
2025-10-13,7000109428.2,,,
2025-10-14,7010191741.31,,1.73,
2025-10-15,7979575738.73,,1.76,
2025-10-16,13329204440.42,,1.71,
2025-10-17,24127104144.29,,1.75,
2025-10-20,13917947239.29,,1.74,
2025-10-21,20409211607.67,,1.7,
2025-10-22,11516132410.74,,1.68,
2025-10-23,5187718562.03,,1.71,
2025-10-24,5007349630.28,,1.73,
2025-10-27,8682576007.03,,1.73,
2025-10-28,7017084382.03,,1.71,
2025-10-29,6857723400.0,,1.78,
2025-10-30,5482661736.33,,1.82,
2025-10-31,4077996493.91,,1.81,
2025-11-01,,,,22296.5
2025-11-03,2675240745.14,,1.82,
2025-11-04,4181209116.52,,1.81,
2025-11-05,3063034104.61,,1.87,
2025-11-06,2522625027.47,,1.83,
2025-11-07,4073655897.0,,1.83,
2025-11-10,5091557021.7,,1.84,
2025-11-11,4084818031.49,,,
2025-11-12,6254466004.76,,1.81,
2025-11-13,6075342795.52,,1.83,
2025-11-14,5713839950.13,,1.86,
2025-11-17,4941160998.85,,1.85,
2025-11-18,2926967827.72,,1.85,
2025-11-19,4117210690.17,,1.86,
2025-11-20,3938361589.13,,1.86,
2025-11-21,4938342797.04,,1.82,
2025-11-24,3834431183.11,,1.81,
2025-11-25,3976700883.51,,1.79,
2025-11-26,3518612347.16,,1.77,
2025-11-27,,,,
2025-11-28,2783194187.04,,1.79,
2025-12-01,4356274725.0,,1.85,22386.9
2025-12-02,3138154156.86,,1.85,
2025-12-03,3051245222.51,,1.82,
2025-12-04,2614830904.98,,1.85,
2025-12-05,3651780735.07,,1.88,
2025-12-08,2629373873.61,,1.91,
2025-12-09,2463360341.19,,1.92,
2025-12-10,3548330413.67,,1.88,
2025-12-11,4420253434.23,,1.89,
2025-12-12,6640268065.0,,1.93,
2025-12-15,4490350861.51,,1.93,
2025-12-16,3642821558.79,,1.92,
2025-12-17,4175335690.35,,1.92,
2025-12-18,4718112318.7,,1.88,
2025-12-19,3948222987.29,,1.92,
2025-12-22,5797723439.03,,1.94,
2025-12-23,5457276805.26,,1.94,
2025-12-24,2767510462.79,,1.91,
2025-12-25,,,,
2025-12-26,4365851485.69,,1.91,
2025-12-29,8242729246.22,,1.9,
2025-12-30,4060301459.11,,1.9,
2025-12-31,4040261532.11,,1.93,
2026-01-01,,,,22469.1
2026-01-02,4131199115.34,,1.94,
2026-01-05,5481716986.96,,1.91,
2026-01-06,4809786976.74,,1.91,
2026-01-07,4333541201.34,,1.88,
2026-01-08,3582390705.98,,1.92,
2026-01-09,5807222081.1,,1.9,
2026-01-12,8826338372.66,,1.9,
2026-01-13,7033294437.45,,1.88,
2026-01-14,7797044714.69,,1.86,
2026-01-15,6033806964.61,,1.88,
2026-01-16,8826699743.03,,1.91,
2026-01-19,,,,
2026-01-20,9316540797.1,,1.97,
2026-01-21,17225076957.0,,1.92,
2026-01-22,8697499812.5,,1.95,
2026-01-23,9861610200.0,,1.92,
2026-01-26,15872293616.94,,1.9,
2026-01-27,13514669993.26,,1.9,
2026-01-28,21837098868.2,,1.9,
2026-01-29,34698568882.93,,1.89,
2026-01-30,38529778882.05,,1.9,
2026-02-01,,,,22667.3
2026-02-02,17779799009.25,,1.94,
2026-02-03,13039713260.27,,1.92,
2026-02-04,11089533792.82,,1.94,
2026-02-05,7829274114.51,,1.89,
2026-02-06,5767899785.79,,1.88,
2026-02-09,5758900211.95,,1.87,
2026-02-10,3635203792.02,,1.84,
2026-02-11,5241945302.73,,1.86,
2026-02-12,9248439732.13,,1.8,
2026-02-13,5717659305.65,,1.77,
2026-02-16,,,,
2026-02-17,4919488153.99,,1.79,
2026-02-18,4686508751.52,,1.8,
2026-02-19,3865542963.46,,1.79,
2026-02-20,6708904436.1,,1.8,
2026-02-23,8394293226.71,,1.77,
2026-02-24,6714354923.77,,1.78,
2026-02-25,6132824879.95,,1.77,
2026-02-26,5908815135.96,,1.74,
2026-02-27,8124629625.0,,1.72,
2026-03-02,9759134000.0,,1.76,
2026-03-03,10575985140.93,,1.77,
2026-03-04,4711347498.1,,1.8,
2026-03-05,5441974581.01,,1.82,
2026-03-06,4967025300.44,,1.8,
2026-03-09,4172345383.22,,1.78,
2026-03-10,4595483907.13,,1.82,
2026-03-11,3582705822.53,,1.85,
2026-03-12,5556152186.11,,1.89,
2026-03-13,5410998901.0,,1.92,
2026-03-16,4127340497.34,,1.87,
2026-03-17,3495090543.39,,1.83,
2026-03-18,8172364164.55,,1.86,
2026-03-19,12880140570.62,,1.88,
2026-03-20,11245961694.84,,2.01,
2026-03-23,14867379386.43,,2.01,
2026-03-24,7063586290.34,,2.06,
2026-03-25,6541248162.27,,2.02,
2026-03-26,6312604262.81,,2.08,
2026-03-27,6876016492.4,,2.13,
2026-03-30,5460889041.13,,2.04,
2026-03-31,,,2.0,
